1.015617649952240908e+00,9.270891246471861802e-01,1.064141344302021341e+00,1.146521696989561079e+00,1.045739248810773070e+00,8.381082301755716779e-01,8.061871742874272551e-01,8.199686158052011953e-01,9.046843588250622625e-01,1.016817718007396731e+00,1.336220378765968553e+00,1.415967028125880711e+00,1.416899107171436745e+00,1.388910757871367085e+00,1.250125689509976601e+00,9.943354397510709708e-01,9.357773601502585858e-01,9.053069505808281070e-01,7.812386878105548327e-01,9.456185835061386991e-01,1.162157051977674271e+00,1.231101614560214941e+00,1.168480397272844584e+00,1.142457069839691641e+00,1.020125309415021775e+00,8.432973777433437901e-01,7.605258057062627142e-01,7.140932689071939343e-01,7.142813440886078835e-01,6.361405021138734073e-01,6.070454628194157376e-01,4.938557240009888716e-01,4.592158346553643633e-01,3.830500639248060057e-01,2.791860351701811460e-01,8.315735757686333607e-02,5.921702897684481132e-02,-6.149050046388495998e-03,-3.958149684754892761e-02,7.765079887241537436e-03,1.914069293812437067e-01,3.380992345861115189e-01,4.201660247275440518e-01,6.593975755433423291e-01,8.904238289950842100e-01,1.116035969959467522e+00,1.255752599486267274e+00,1.470333110728643033e+00,1.462880443650128370e+00,1.247986996120474812e+00
1.481321347283740097e+00,1.411313840969800060e+00,1.557007998479845945e+00,1.600531110468433882e+00,1.420067428292434819e+00,1.192223121733460012e+00,1.120209976024840959e+00,1.184341157197628114e+00,1.318357311769521756e+00,1.494904226384047075e+00,1.796664755026793125e+00,1.892137744430240964e+00,1.932637346746527651e+00,1.870425707988236708e+00,1.679088624794223383e+00,1.416745557875980444e+00,1.348034460066895424e+00,1.258921102146243198e+00,1.176972653617195830e+00,1.286609701201676836e+00,1.496142471642668781e+00,1.590639920407521668e+00,1.565832724978706736e+00,1.502428779899722677e+00,1.411326563556846825e+00,1.221207722206927526e+00,1.082394415212911465e+00,9.535894122611909829e-01,9.413998455623781014e-01,8.703789821667511362e-01,8.130446202463713634e-01,6.987193446659538676e-01,6.708698802257957450e-01,5.486785048098671291e-01,4.763077605375714008e-01,3.744436978456704423e-01,4.091645821671967553e-01,3.738265348016717171e-01,4.403293319661446548e-01,4.982850875359873810e-01,6.502838706249860490e-01,8.050987251797272481e-01,9.317305660301219428e-01,1.158864001179508385e+00,1.378417732901341175e+00,1.640655632769371763e+00,1.779901387153610459e+00,2.026703800230314823e+00,2.016488168553569160e+00,1.742936177189761127e+00
1.730478810199360229e+00,1.625117645963171320e+00,1.802711671225373680e+00,1.798542455952002905e+00,1.563408305688890554e+00,1.347023714186565080e+00,1.302859067621972233e+00,1.471857404073473763e+00,1.641885820347465552e+00,1.912183880676403991e+00,2.262605293686839492e+00,2.302896246893273435e+00,2.295276429943978069e+00,2.230325243600107310e+00,2.004356291034398385e+00,1.670869052585538750e+00,1.634777400550874171e+00,1.489200414231006020e+00,1.368195172634128820e+00,1.467984341874802201e+00,1.643676355591728644e+00,1.742896272291913018e+00,1.785223136881328498e+00,1.773082846306399452e+00,1.679276547259131114e+00,1.537432673300000996e+00,1.376194506417929730e+00,1.189164699689678084e+00,1.139454947548931507e+00,1.071021413613372220e+00,9.725113786617392009e-01,8.934601038081300128e-01,8.694331551315152007e-01,7.289379358780511131e-01,6.349144766574403853e-01,5.369641968060137049e-01,4.559857064826935980e-01,4.771619477215942595e-01,5.985398370132779533e-01,6.874636708538356400e-01,8.877991365297128734e-01,1.156716837997634251e+00,1.338503251605858146e+00,1.540934317895621408e+00,1.755056733338443919e+00,2.000930401505027767e+00,2.131418197353555311e+00,2.365016354346340499e+00,2.357514965570660426e+00,2.057470272323796312e+00
1.669746595464128625e+00,1.648373441286952179e+00,1.760808818926889119e+00,1.712484492131341129e+00,1.469314477850222067e+00,1.354118993344214372e+00,1.350834788662611086e+00,1.557106150606997419e+00,1.708476951070843297e+00,1.976638377803465740e+00,2.239934219895959977e+00,2.251161181932998634e+00,2.252833849362392726e+00,2.167137021468356739e+00,1.962542831357905637e+00,1.696114213059740861e+00,1.669765081709045473e+00,1.589375673485356577e+00,1.576515512910868999e+00,1.639404914625063103e+00,1.722341004220795613e+00,1.799394499534753278e+00,1.843209330465147122e+00,1.804479829934845236e+00,1.746664933060751546e+00,1.681410223495520384e+00,1.508252451356817181e+00,1.258068387786583919e+00,1.191580034094759322e+00,1.050973017448681546e+00,8.580237893689313111e-01,7.819480543029340147e-01,8.186395253649166870e-01,6.658840092841846747e-01,7.284186860682708708e-01,6.054564346288292542e-01,1.065382925161280969e+00,1.402763218821645230e+00,1.539757160764542387e+00,1.535262131327246538e+00,1.733385609144613149e+00,1.423862317913271003e+00,1.258837220866447337e+00,1.459698526080081438e+00,1.666881507166757981e+00,1.900497879332573081e+00,2.102615192104270836e+00,2.326029759228315452e+00,2.250461250013769288e+00,1.939047621928446263e+00
1.535112109473776965e+00,1.642779646632603230e+00,1.808832000259798845e+00,1.785659650622717365e+00,1.486799803099242201e+00,1.438761928139503876e+00,1.411746881038491885e+00,1.547884257456250578e+00,1.624284253076197615e+00,1.883396727194885933e+00,1.954914595702334168e+00,2.009503018903168403e+00,2.050999673475576657e+00,1.973917055246258823e+00,1.771465867790931625e+00,1.674125501806587479e+00,1.642589045963870342e+00,1.487422819396278406e+00,1.500895693518904173e+00,1.516605010209049142e+00,1.506251947368756339e+00,1.587380536681769261e+00,1.682504205924538976e+00,1.782644659896844841e+00,1.733969570396409310e+00,1.695429005865245253e+00,1.506602857866782275e+00,1.261715240116926706e+00,1.107353258953541975e+00,9.957931788473524115e-01,8.268895862837132293e-01,7.782698236281092585e-01,8.115217979292899120e-01,6.462213325824339716e-01,8.076731806473658182e-01,6.473163941800271770e-01,9.901048706946741218e-01,1.380307562526433385e+00,1.518405217522472705e+00,1.530299602709679130e+00,1.706926354099768783e+00,1.420978205298552899e+00,1.222075199274222257e+00,1.359909868502118035e+00,1.510645273493190999e+00,1.748119165489512516e+00,1.940694838392039046e+00,2.034968583136448572e+00,1.958342742486417487e+00,1.608609680252241603e+00
1.452331771361262902e+00,1.508741676755814165e+00,1.677414391847242170e+00,1.673458276967453529e+00,1.431911828775987994e+00,1.450940022129182161e+00,1.518993805450837398e+00,1.686785371856314830e+00,1.740641552472960818e+00,1.934504526752391484e+00,1.910516005897522795e+00,1.908893611419028913e+00,1.862057755196527387e+00,1.794793027618295511e+00,1.671002699327981400e+00,1.698030230113915406e+00,1.757379140123331407e+00,1.684350180583449985e+00,1.776909409301639986e+00,1.728992515462267621e+00,1.604492688501344411e+00,1.509945108436321570e+00,1.580750139200779447e+00,1.551431451451520616e+00,1.528486131767938794e+00,1.519861119044766173e+00,1.425707256525496458e+00,1.229539399817577205e+00,1.113161678276497035e+00,9.799330078341158545e-01,7.769241751961463160e-01,7.444892236649242045e-01,7.953400247652797628e-01,6.412978737576756627e-01,8.169008429298270091e-01,8.531350975389383473e-01,1.335509487841479492e+00,1.551072863189719708e+00,1.933404203743982919e+00,1.802771294604138541e+00,1.652413445484600896e+00,1.213979464663459629e+00,1.089984175484590700e+00,1.284908348062204109e+00,1.454994394861192086e+00,1.715081598165177246e+00,1.923478884689219459e+00,2.034269501666888580e+00,1.931274226900573376e+00,1.582170599024377067e+00
1.323575389514273226e+00,1.309940633636267115e+00,1.473504686890250603e+00,1.541493638623883333e+00,1.371335195768160764e+00,1.400630034925041789e+00,1.483333220485992809e+00,1.594195455847253085e+00,1.565318278043052347e+00,1.711385418260980007e+00,1.695788443377916010e+00,1.729540011980012615e+00,1.635199764172331482e+00,1.621403363564789313e+00,1.539124798665725713e+00,1.565145697274422210e+00,1.670732028411282988e+00,1.693062561564702362e+00,1.745856176889515776e+00,1.764083745491041189e+00,1.662723300226052636e+00,1.492900842398760863e+00,1.549191115227331439e+00,1.595169977298093622e+00,1.563946292909250912e+00,1.555806987434352306e+00,1.459008054639297614e+00,1.291331584911751262e+00,1.136796420704949462e+00,9.722668195437732530e-01,7.838063240956810729e-01,8.515726129999222627e-01,8.897312753832058441e-01,8.389044097917115472e-01,9.797807176442450139e-01,9.084860977080372324e-01,1.215842048757451721e+00,1.507935726587020353e+00,1.536436640437415901e+00,1.509824231370922698e+00,1.524883183909808038e+00,1.081992787842338766e+00,9.507548343056551055e-01,1.159340793720132767e+00,1.374738729903054679e+00,1.665549912206567784e+00,1.911003594461063271e+00,1.961821503368823327e+00,1.860341004759988870e+00,1.469254774691969523e+00
1.388647385142002033e+00,1.483713535824867646e+00,1.722139286282940107e+00,1.863842796215364528e+00,1.696962554257141376e+00,1.680197606392823673e+00,1.661765535000785388e+00,1.626862320885037905e+00,1.517172401123953795e+00,1.574170495992952112e+00,1.463517743096226509e+00,1.592968355092108101e+00,1.533785876895061628e+00,1.537700651463625334e+00,1.492671406082987540e+00,1.606889493244537448e+00,1.694245106943027324e+00,1.780014207173609364e+00,1.820657325059058751e+00,1.850808068225928693e+00,1.855105322101062493e+00,1.670586989682251389e+00,1.714942553611501719e+00,1.757950013812236367e+00,1.730897344760234047e+00,1.632610334193262736e+00,1.484912448923200845e+00,1.277813698034208967e+00,1.118261161457494435e+00,9.375798215717350281e-01,7.738721131854038315e-01,8.229953869541053457e-01,8.609692627803656739e-01,8.565468615386070406e-01,1.021371109582773995e+00,9.394973460651731001e-01,1.407810954374016266e+00,1.730739507240910857e+00,1.710391368596386519e+00,1.723616181893712573e+00,1.798188457491523007e+00,1.275833261596477364e+00,1.142391629021059840e+00,1.460886736004234576e+00,1.673193172306412180e+00,1.909481571199868055e+00,2.174658255111850735e+00,2.193900171825470924e+00,2.019229236164625352e+00,1.477708348485809342e+00
1.417179064535362132e+00,1.564979614404881536e+00,1.929617756380545224e+00,2.157222509379998154e+00,2.151711687366014925e+00,2.199830109933422317e+00,2.114351889524559880e+00,1.977086624213341581e+00,1.824068948280366920e+00,1.737730394962936797e+00,1.482886079588721540e+00,1.579547591664011819e+00,1.487183875961924029e+00,1.485437233656439204e+00,1.433163703667263977e+00,1.561694248074395164e+00,1.706717782182446408e+00,1.809040377033673597e+00,1.787070148204891185e+00,1.805473607269485026e+00,1.829691539455634564e+00,1.631757110907501529e+00,1.658658990457779980e+00,1.761219601828095671e+00,1.731059882942628914e+00,1.579977495520192843e+00,1.344163080359534801e+00,1.155033297077841858e+00,1.024914125280939281e+00,9.902601139344536785e-01,9.118424659377408759e-01,1.051469156603071609e+00,1.050225850597742205e+00,1.070289088272679656e+00,1.011165582672308494e+00,9.593168435779297898e-01,8.838634676888043051e-01,9.339431263539210715e-01,8.554622754659575445e-01,9.075958887129169650e-01,8.966221878971416537e-01,9.222836467579110797e-01,1.153593601213136033e+00,1.443666885087144358e+00,1.794072608688623172e+00,2.044794920375129443e+00,2.255082896273417514e+00,2.186262591965349777e+00,2.054063781863792570e+00,1.418136903780643943e+00
1.471945176089411778e+00,1.649246820387165302e+00,2.046074854485707917e+00,2.213379027085451867e+00,2.211015337276367454e+00,2.236865084114596058e+00,2.124841095206108310e+00,1.990037044622963602e+00,1.841282025056645955e+00,1.698814162913286019e+00,1.512527161435533563e+00,1.559876007005570386e+00,1.426124011013746973e+00,1.426904609206661734e+00,1.384105993389143308e+00,1.545342399993474114e+00,1.708934014290874215e+00,1.878244775692439861e+00,1.802534984613644253e+00,1.911424648517395353e+00,1.885062997986368671e+00,1.763308982916244050e+00,1.823823183241623846e+00,1.982720192216954835e+00,1.823121947025975853e+00,1.702680311822708070e+00,1.424966163442043188e+00,1.470454627205128872e+00,1.594677147150007857e+00,1.651319179588809360e+00,1.613943582607744620e+00,1.758194680496982798e+00,1.559148570158882308e+00,1.358227460779430018e+00,1.197853745910751222e+00,1.084603433312751219e+00,1.057495755955241812e+00,9.909075445013502126e-01,8.524343696763068134e-01,9.202205289999985105e-01,9.080596366253834706e-01,8.724933568318605781e-01,1.129435412885143153e+00,1.452617393333071272e+00,1.863071008541637985e+00,2.145316056494050994e+00,2.409869450266118651e+00,2.312987740877196607e+00,2.188634739717809641e+00,1.482105915389118511e+00
